30,0.00028,0.00038,0.00045,0.00053,0.00062,0.00071,0.00082,0.00096,0.00114,0.00135,0.00159,0.00184,0.00208,0.00237,0.00268
31,0.00029,0.00040,0.00048,0.00057,0.00067,0.00078,0.00091,0.00109,0.00130,0.00153,0.00177,0.00202,0.00230,0.00260,0.00292
32,0.00031,0.00043,0.00052,0.00062,0.00073,0.00086,0.00103,0.00124,0.00147,0.00170,0.00194,0.00222,0.00252,0.00283,0.00318
33,0.00033,0.00046,0.00057,0.00068,0.00081,0.00098,0.00118,0.00141,0.00163,0.00187,0.00214,0.00244,0.00274,0.00308,0.00346
34,0.00036,0.00050,0.00062,0.00075,0.00092,0.00112,0.00134,0.00156,0.00179,0.00206,0.00235,0.00265,0.00298,0.00335,0.00376
35,0.00039,0.00055,0.00069,0.00085,0.00105,0.00126,0.00148,0.00171,0.00198,0.00226,0.00256,0.00288,0.00325,0.00365,0.00410
36,0.00042,0.00061,0.00078,0.00097,0.00118,0.00140,0.00163,0.00189,0.00217,0.00246,0.00278,0.00314,0.00353,0.00397,0.00446
37,0.00046,0.00069,0.00089,0.00110,0.00132,0.00154,0.00179,0.00207,0.00236,0.00267,0.00303,0.00342,0.00385,0.00433,0.00486
38,0.00052,0.00078,0.00100,0.00122,0.00144,0.00170,0.00197,0.00225,0.00256,0.00291,0.00329,0.00372,0.00419,0.00472,0.00530
39,0.00060,0.00088,0.00111,0.00134,0.00159,0.00186,0.00214,0.00245,0.00279,0.00317,0.00358,0.00405,0.00457,0.00514,0.00578
40,0.00067,0.00098,0.00122,0.00147,0.00174,0.00202,0.00232,0.00266,0.00303,0.00344,0.00390,0.00441,0.00497,0.00560,0.00630
41,0.00074,0.00107,0.00134,0.00161,0.00189,0.00219,0.00253,0.00289,0.00330,0.00375,0.00425,0.00481,0.00542,0.00611,0.00687
42,0.00081,0.00118,0.00147,0.00175,0.00205,0.00238,0.00275,0.00315,0.00359,0.00408,0.00463,0.00524,0.00591,0.00666,0.00750
43,0.00089,0.00129,0.00159,0.00190,0.00223,0.00259,0.00299,0.00343,0.00391,0.00445,0.00505,0.00571,0.00645,0.00727,0.00818
44,0.00097,0.00140,0.00173,0.00206,0.00243,0.00282,0.00325,0.00373,0.00426,0.00485,0.00550,0.00623,0.00703,0.00793,0.00893
45,0.00105,0.00152,0.00187,0.00224,0.00264,0.00307,0.00354,0.00406,0.00464,0.00528,0.00600,0.00679,0.00768,0.00866,0.00975
46,0.00114,0.00164,0.00203,0.00244,0.00287,0.00334,0.00385,0.00442,0.00506,0.00576,0.00654,0.00741,0.00838,0.00945,0.01065
47,0.00123,0.00178,0.00221,0.00265,0.00312,0.00363,0.00420,0.00482,0.00551,0.00628,0.00713,0.00809,0.00914,0.01032,0.01163
48,0.00133,0.00194,0.00240,0.00288,0.00339,0.00395,0.00457,0.00525,0.00601,0.00685,0.00778,0.00882,0.00998,0.01126,0.01269
49,0.00144,0.00210,0.00261,0.00313,0.00369,0.00431,0.00498,0.00573,0.00655,0.00747,0.00849,0.00963,0.01089,0.01230,0.01386
50,0.00156,0.00228,0.00284,0.00341,0.00402,0.00469,0.00543,0.00624,0.00715,0.00815,0.00927,0.01051,0.01189,0.01343,0.01513
51,0.00169,0.00248,0.00308,0.00371,0.00438,0.00511,0.00592,0.00681,0.00780,0.00890,0.01012,0.01148,0.01298,0.01466,0.01652
52,0.00184,0.00269,0.00336,0.00404,0.00477,0.00557,0.00645,0.00743,0.00851,0.00971,0.01104,0.01253,0.01418,0.01601,0.01804
53,0.00199,0.00293,0.00365,0.00440,0.00520,0.00607,0.00703,0.00810,0.00928,0.01060,0.01205,0.01367,0.01547,0.01747,0.01969
54,0.00216,0.00318,0.00397,0.00479,0.00566,0.00662,0.00767,0.00884,0.01013,0.01156,0.01316,0.01492,0.01689,0.01907,0.02149
55,0.00234,0.00346,0.00432,0.00521,0.00617,0.00722,0.00837,0.00964,0.01105,0.01262,0.01436,0.01629,0.01843,0.02081,0.02346
56,0.00254,0.00376,0.00471,0.00568,0.00673,0.00787,0.00913,0.01052,0.01206,0.01377,0.01567,0.01778,0.02011,0.02271,0.02559
57,0.00276,0.00409,0.00513,0.00619,0.00733,0.00858,0.00995,0.01147,0.01316,0.01502,0.01710,0.01939,0.02195,0.02478,0.02792
58,0.00299,0.00445,0.00558,0.00674,0.00799,0.00936,0.01086,0.01252,0.01435,0.01639,0.01865,0.02116,0.02394,0.02703,0.03046
59,0.00325,0.00485,0.00608,0.00735,0.00871,0.01020,0.01184,0.01365,0.01566,0.01788,0.02034,0.02308,0.02612,0.02949,0.03322
60,0.00352,0.00527,0.00662,0.00801,0.00950,0.01112,0.01291,0.01489,0.01707,0.01950,0.02219,0.02518,0.02849,0.03216,0.03622
61,0.00383,0.00574,0.00721,0.00872,0.01035,0.01213,0.01408,0.01623,0.01862,0.02127,0.02421,0.02747,0.03108,0.03507,0.03949
62,0.00415,0.00624,0.00785,0.00951,0.01128,0.01322,0.01535,0.01770,0.02031,0.02320,0.02641,0.02996,0.03389,0.03824,0.04306
63,0.00451,0.00679,0.00855,0.01036,0.01229,0.01441,0.01673,0.01930,0.02216,0.02531,0.02880,0.03267,0.03695,0.04169,0.04694
64,0.00489,0.00739,0.00931,0.01128,0.01339,0.01570,0.01824,0.02106,0.02417,0.02761,0.03141,0.03562,0.04029,0.04545,0.05118
65,0.00531,0.00804,0.01013,0.01229,0.01459,0.01712,0.01990,0.02297,0.02636,0.03010,0.03425,0.03884,0.04392,0.04955,0.05580
66,0.00576,0.00875,0.01103,0.01338,0.01591,0.01868,0.02171,0.02505,0.02874,0.03282,0.03734,0.04234,0.04788,0.05403,0.06084
67,0.00625,0.00951,0.01200,0.01458,0.01736,0.02037,0.02368,0.02732,0.03134,0.03579,0.04071,0.04616,0.05220,0.05891,0.06635
68,0.00678,0.01034,0.01308,0.01591,0.01893,0.02222,0.02582,0.02979,0.03417,0.03901,0.04438,0.05033,0.05692,0.06424,0.07238
69,0.00735,0.01126,0.01427,0.01735,0.02065,0.02423,0.02815,0.03248,0.03725,0.04253,0.04839,0.05487,0.06208,0.07008,0.07897
70,0.00800,0.01229,0.01557,0.01893,0.02252,0.02642,0.03070,0.03541,0.04061,0.04637,0.05276,0.05985,0.06772,0.07647,0.08620
71,0.00873,0.01341,0.01698,0.02064,0.02455,0.02880,0.03346,0.03860,0.04428,0.05056,0.05754,0.06528,0.07389,0.08347,0.09413
72,0.00952,0.01462,0.01851,0.02250,0.02677,0.03140,0.03648,0.04209,0.04828,0.05514,0.06276,0.07123,0.08065,0.09114,0.10283
73,0.01038,0.01594,0.02019,0.02453,0.02918,0.03423,0.03978,0.04589,0.05265,0.06015,0.06848,0.07775,0.08807,0.09957,0.11240
74,0.01132,0.01738,0.02201,0.02675,0.03181,0.03732,0.04337,0.05005,0.05743,0.06563,0.07475,0.08490,0.09621,0.10883,0.12291
75,0.01234,0.01895,0.02399,0.02916,0.03468,0.04070,0.04730,0.05459,0.06267,0.07164,0.08163,0.09275,0.10516,0.11901,0.13447
76,0.01346,0.02066,0.02616,0.03179,0.03782,0.04438,0.05160,0.05957,0.06840,0.07823,0.08917,0.10137,0.11499,0.13020,0.14720
77,0.01467,0.02253,0.02852,0.03467,0.04124,0.04841,0.05630,0.06502,0.07470,0.08546,0.09746,0.11085,0.12581,0.14252,0.16120
78,0.01600,0.02456,0.03110,0.03780,0.04499,0.05283,0.06145,0.07100,0.08160,0.09341,0.10658,0.12129,0.13772,0.15608,0.17660
79,0.01744,0.02678,0.03391,0.04124,0.04909,0.05766,0.06710,0.07756,0.08919,0.10215,0.11661,0.13276,0.15082,0.17099,0.19353
80,0.01902,0.02920,0.03699,0.04500,0.05358,0.06296,0.07331,0.08477,0.09753,0.11176,0.12764,0.14539,0.16522,0.18738,0.21210

Table # ,2,,,,,,,,,,,,,,
Table Description:,1986-92 Canadian Institute of Actuaries (CIA) – Male Smoker. Basis: Age Last Birthday. Minimum Ultimate Age: 31. Maximum Ultimate Age: 104,,,,,,,,,,,,,,
Nation:,Canada,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",31,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",104,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,
31,0.00077,,,,,,,,,,,,,,
32,0.00082,,,,,,,,,,,,,,
33,0.00088,,,,,,,,,,,,,,
34,0.00096,,,,,,,,,,,,,,
35,0.00104,,,,,,,,,,,,,,
36,0.00114,,,,,,,,,,,,,,
37,0.00127,,,,,,,,,,,,,,
38,0.00144,,,,,,,,,,,,,,
39,0.00165,,,,,,,,,,,,,,
40,0.00187,,,,,,,,,,,,,,
41,0.00207,,,,,,,,,,,,,,
42,0.00228,,,,,,,,,,,,,,
43,0.00251,,,,,,,,,,,,,,
44,0.00276,,,,,,,,,,,,,,
45,0.00300,,,,,,,,,,,,,,
46,0.00327,,,,,,,,,,,,,,
47,0.00356,,,,,,,,,,,,,,
48,0.00387,,,,,,,,,,,,,,
49,0.00422,,,,,,,,,,,,,,
50,0.00459,,,,,,,,,,,,,,
51,0.00500,,,,,,,,,,,,,,
52,0.00546,,,,,,,,,,,,,,
53,0.00595,,,,,,,,,,,,,,
54,0.00649,,,,,,,,,,,,,,
55,0.00708,,,,,,,,,,,,,,
56,0.00772,,,,,,,,,,,,,,
57,0.00843,,,,,,,,,,,,,,
58,0.00920,,,,,,,,,,,,,,
59,0.01004,,,,,,,,,,,,,,
60,0.01097,,,,,,,,,,,,,,
61,0.01198,,,,,,,,,,,,,,
62,0.01308,,,,,,,,,,,,,,
63,0.01428,,,,,,,,,,,,,,
64,0.01560,,,,,,,,,,,,,,
65,0.01703,,,,,,,,,,,,,,
66,0.01859,,,,,,,,,,,,,,
67,0.02030,,,,,,,,,,,,,,
68,0.02216,,,,,,,,,,,,,,
69,0.02418,,,,,,,,,,,,,,
70,0.02638,,,,,,,,,,,,,,
71,0.02878,,,,,,,,,,,,,,
72,0.03140,,,,,,,,,,,,,,
73,0.03424,,,,,,,,,,,,,,
74,0.03734,,,,,,,,,,,,,,
75,0.04072,,,,,,,,,,,,,,
76,0.04439,,,,,,,,,,,,,,
77,0.04840,,,,,,,,,,,,,,
78,0.05276,,,,,,,,,,,,,,
79,0.05752,,,,,,,,,,,,,,
80,0.06272,,,,,,,,,,,,,,
81,0.06841,,,,,,,,,,,,,,
82,0.07462,,,,,,,,,,,,,,
83,0.08142,,,,,,,,,,,,,,
84,0.08887,,,,,,,,,,,,,,
85,0.09704,,,,,,,,,,,,,,
86,0.10602,,,,,,,,,,,,,,
87,0.11587,,,,,,,,,,,,,,
88,0.12671,,,,,,,,,,,,,,
89,0.13864,,,,,,,,,,,,,,
90,0.15176,,,,,,,,,,,,,,
91,0.16619,,,,,,,,,,,,,,
92,0.18207,,,,,,,,,,,,,,
93,0.19952,,,,,,,,,,,,,,
94,0.21867,,,,,,,,,,,,,,
95,0.23965,,,,,,,,,,,,,,
96,0.26258,,,,,,,,,,,,,,
97,0.28757,,,,,,,,,,,,,,
98,0.31470,,,,,,,,,,,,,,
99,0.34514,,,,,,,,,,,,,,
100,0.38560,,,,,,,,,,,,,,
101,0.44839,,,,,,,,,,,,,,
102,0.54756,,,,,,,,,,,,,,
103,0.70025,,,,,,,,,,,,,,
104,1.00000,,,,,,,,,,,,,,
