Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
97,0.30318,0.32188,0.34185,0.36319,0.38008,0.39806,0.4172,0.43756,0.45921,0.48222,0.50669,0.53269,0.56031,0.58964,0.62079,0.65384,0.68894,0.72618,0.7657,0.80761,0.85207,0.89923,0.94922,1,
98,0.32188,0.34185,0.36319,0.38008,0.39806,0.4172,0.43756,0.45921,0.48222,0.50669,0.53269,0.56031,0.58964,0.62079,0.65384,0.68894,0.72618,0.7657,0.80761,0.85207,0.89923,0.94922,1,,
99,0.34185,0.36319,0.38008,0.39806,0.4172,0.43756,0.45921,0.48222,0.50669,0.53269,0.56031,0.58964,0.62079,0.65384,0.68894,0.72618,0.7657,0.80761,0.85207,0.89923,0.94922,1,,,

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,2001 Commissioners Standard Ordinary (CSO) Select and Ultimate Table - Male Composite. Basis: Age Nearest Birthday. Minimum Ultimate Age: 25. Maximum Ultimate Age: 120.,,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",25,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00107,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00112,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00117,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00117,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00115,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00114,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00113,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00113,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00115,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00118,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00121,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00128,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00134,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00144,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00154,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00165,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00179,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00196,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00215,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00239,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00265,,,,,,,,,,,,,,,,,,,,,,,,
46,0.0029,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00317,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00333,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00352,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00376,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00406,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00447,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00493,,,,,,,,,,,,,,,,,,,,,,,,
54,0.0055,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00617,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00688,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00764,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00827,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00899,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00986,,,,,,,,,,,,,,,,,,,,,,,,
61,0.01094,,,,,,,,,,,,,,,,,,,,,,,,
62,0.01225,,,,,,,,,,,,,,,,,,,,,,,,
63,0.01371,,,,,,,,,,,,,,,,,,,,,,,,
64,0.01524,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01685,,,,,,,,,,,,,,,,,,,,,,,,
66,0.01847,,,,,,,,,,,,,,,,,,,,,,,,
67,0.02009,,,,,,,,,,,,,,,,,,,,,,,,
68,0.02185,,,,,,,,,,,,,,,,,,,,,,,,
69,0.02364,,,,,,,,,,,,,,,,,,,,,,,,
70,0.02577,,,,,,,,,,,,,,,,,,,,,,,,
71,0.02815,,,,,,,,,,,,,,,,,,,,,,,,
72,0.03132,,,,,,,,,,,,,,,,,,,,,,,,
73,0.03462,,,,,,,,,,,,,,,,,,,,,,,,
74,0.03808,,,,,,,,,,,,,,,,,,,,,,,,
75,0.04191,,,,,,,,,,,,,,,,,,,,,,,,
76,0.04608,,,,,,,,,,,,,,,,,,,,,,,,
77,0.05092,,,,,,,,,,,,,,,,,,,,,,,,
78,0.05656,,,,,,,,,,,,,,,,,,,,,,,,
79,0.06306,,,,,,,,,,,,,,,,,,,,,,,,
80,0.07014,,,,,,,,,,,,,,,,,,,,,,,,
81,0.07819,,,,,,,,,,,,,,,,,,,,,,,,
82,0.08654,,,,,,,,,,,,,,,,,,,,,,,,
83,0.09551,,,,,,,,,,,,,,,,,,,,,,,,
84,0.10543,,,,,,,,,,,,,,,,,,,,,,,,
85,0.11657,,,,,,,,,,,,,,,,,,,,,,,,
86,0.12891,,,,,,,,,,,,,,,,,,,,,,,,
87,0.14235,,,,,,,,,,,,,,,,,,,,,,,,
88,0.15673,,,,,,,,,,,,,,,,,,,,,,,,
89,0.17188,,,,,,,,,,,,,,,,,,,,,,,,
90,0.18766,,,,,,,,,,,,,,,,,,,,,,,,
91,0.20244,,,,,,,,,,,,,,,,,,,,,,,,
92,0.21783,,,,,,,,,,,,,,,,,,,,,,,,
93,0.23404,,,,,,,,,,,,,,,,,,,,,,,,
94,0.25114,,,,,,,,,,,,,,,,,,,,,,,,
95,0.26917,,,,,,,,,,,,,,,,,,,,,,,,
96,0.28564,,,,,,,,,,,,,,,,,,,,,,,,
97,0.30318,,,,,,,,,,,,,,,,,,,,,,,,
98,0.32188,,,,,,,,,,,,,,,,,,,,,,,,
99,0.34185,,,,,,,,,,,,,,,,,,,,,,,,
100,0.36319,,,,,,,,,,,,,,,,,,,,,,,,
101,0.38008,,,,,,,,,,,,,,,,,,,,,,,,
102,0.39806,,,,,,,,,,,,,,,,,,,,,,,,
103,0.4172,,,,,,,,,,,,,,,,,,,,,,,,
104,0.43756,,,,,,,,,,,,,,,,,,,,,,,,
105,0.45921,,,,,,,,,,,,,,,,,,,,,,,,
106,0.48222,,,,,,,,,,,,,,,,,,,,,,,,
107,0.50669,,,,,,,,,,,,,,,,,,,,,,,,
108,0.53269,,,,,,,,,,,,,,,,,,,,,,,,
109,0.56031,,,,,,,,,,,,,,,,,,,,,,,,
110,0.58964,,,,,,,,,,,,,,,,,,,,,,,,
111,0.62079,,,,,,,,,,,,,,,,,,,,,,,,
112,0.65384,,,,,,,,,,,,,,,,,,,,,,,,
113,0.68894,,,,,,,,,,,,,,,,,,,,,,,,
114,0.72618,,,,,,,,,,,,,,,,,,,,,,,,
115,0.7657,,,,,,,,,,,,,,,,,,,,,,,,
116,0.80761,,,,,,,,,,,,,,,,,,,,,,,,
117,0.85207,,,,,,,,,,,,,,,,,,,,,,,,
118,0.89923,,,,,,,,,,,,,,,,,,,,,,,,
119,0.94922,,,,,,,,,,,,,,,,,,,,,,,,
120,1,,,,,,,,,,,,,,,,,,,,,,,,
