Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
98,0.20222,0.22042,0.24032,0.25946,0.27603,0.29336,0.31145,0.33071,0.35274,0.37753,0.40509,0.43539,0.46842,0.50418,0.54264,0.58378,0.62757,0.67398,0.72295,0.77444,0.8284,0.89326,1,,
99,0.2204,0.24029,0.25946,0.27603,0.29336,0.31145,0.33039,0.35104,0.37449,0.40074,0.42977,0.46157,0.49611,0.53339,0.57336,0.61599,0.66125,0.70907,0.7594,0.81218,0.87712,1,,,

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,2001 Commissioners Standard Ordinary (CSO) Composite Select and Ultimate Table - Female. Basis: Age Last Birthday. Minimum Ultimate Age: 25. Maximum Ultimate Age: 120.,,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",25,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00055,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00058,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00061,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00064,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00067,,,,,,,,,,,,,,,,,,,,,,,,
30,0.0007,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00075,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00079,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00085,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00092,,,,,,,,,,,,,,,,,,,,,,,,
35,0.001,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00107,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00114,,,,,,,,,,,,,,,,,,,,,,,,
38,0.0012,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00126,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00134,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00143,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00153,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00165,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00179,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00196,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00216,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00238,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00264,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00293,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00324,,,,,,,,,,,,,,,,,,,,,,,,
51,0.0036,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00399,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00441,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00486,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00536,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00591,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00649,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00709,,,,,,,,,,,,,,,,,,,,,,,,
59,0.0077,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00834,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00903,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00976,,,,,,,,,,,,,,,,,,,,,,,,
63,0.01055,,,,,,,,,,,,,,,,,,,,,,,,
64,0.0114,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01233,,,,,,,,,,,,,,,,,,,,,,,,
66,0.01335,,,,,,,,,,,,,,,,,,,,,,,,
67,0.01448,,,,,,,,,,,,,,,,,,,,,,,,
68,0.01571,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01708,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01863,,,,,,,,,,,,,,,,,,,,,,,,
71,0.02038,,,,,,,,,,,,,,,,,,,,,,,,
72,0.02229,,,,,,,,,,,,,,,,,,,,,,,,
73,0.02439,,,,,,,,,,,,,,,,,,,,,,,,
74,0.02668,,,,,,,,,,,,,,,,,,,,,,,,
75,0.0292,,,,,,,,,,,,,,,,,,,,,,,,
76,0.03195,,,,,,,,,,,,,,,,,,,,,,,,
77,0.03497,,,,,,,,,,,,,,,,,,,,,,,,
78,0.03828,,,,,,,,,,,,,,,,,,,,,,,,
79,0.04192,,,,,,,,,,,,,,,,,,,,,,,,
80,0.04643,,,,,,,,,,,,,,,,,,,,,,,,
81,0.05196,,,,,,,,,,,,,,,,,,,,,,,,
82,0.0578,,,,,,,,,,,,,,,,,,,,,,,,
83,0.06394,,,,,,,,,,,,,,,,,,,,,,,,
84,0.07074,,,,,,,,,,,,,,,,,,,,,,,,
85,0.07759,,,,,,,,,,,,,,,,,,,,,,,,
86,0.08568,,,,,,,,,,,,,,,,,,,,,,,,
87,0.09569,,,,,,,,,,,,,,,,,,,,,,,,
88,0.10625,,,,,,,,,,,,,,,,,,,,,,,,
89,0.11668,,,,,,,,,,,,,,,,,,,,,,,,
90,0.12422,,,,,,,,,,,,,,,,,,,,,,,,
91,0.13153,,,,,,,,,,,,,,,,,,,,,,,,
92,0.14372,,,,,,,,,,,,,,,,,,,,,,,,
93,0.16021,,,,,,,,,,,,,,,,,,,,,,,,
94,0.1809,,,,,,,,,,,,,,,,,,,,,,,,
95,0.20348,,,,,,,,,,,,,,,,,,,,,,,,
96,0.22569,,,,,,,,,,,,,,,,,,,,,,,,
97,0.24007,,,,,,,,,,,,,,,,,,,,,,,,
98,0.24779,,,,,,,,,,,,,,,,,,,,,,,,
99,0.26398,,,,,,,,,,,,,,,,,,,,,,,,
100,0.28502,,,,,,,,,,,,,,,,,,,,,,,,
101,0.30789,,,,,,,,,,,,,,,,,,,,,,,,
102,0.33306,,,,,,,,,,,,,,,,,,,,,,,,
103,0.36071,,,,,,,,,,,,,,,,,,,,,,,,
104,0.39086,,,,,,,,,,,,,,,,,,,,,,,,
105,0.42272,,,,,,,,,,,,,,,,,,,,,,,,
106,0.45533,,,,,,,,,,,,,,,,,,,,,,,,
107,0.48848,,,,,,,,,,,,,,,,,,,,,,,,
108,0.5222,,,,,,,,,,,,,,,,,,,,,,,,
109,0.55704,,,,,,,,,,,,,,,,,,,,,,,,
110,0.59196,,,,,,,,,,,,,,,,,,,,,,,,
111,0.62562,,,,,,,,,,,,,,,,,,,,,,,,
112,0.65777,,,,,,,,,,,,,,,,,,,,,,,,
113,0.69079,,,,,,,,,,,,,,,,,,,,,,,,
114,0.73206,,,,,,,,,,,,,,,,,,,,,,,,
115,0.77135,,,,,,,,,,,,,,,,,,,,,,,,
116,0.81236,,,,,,,,,,,,,,,,,,,,,,,,
117,0.8559,,,,,,,,,,,,,,,,,,,,,,,,
118,0.89658,,,,,,,,,,,,,,,,,,,,,,,,
119,0.93906,,,,,,,,,,,,,,,,,,,,,,,,
120,1,,,,,,,,,,,,,,,,,,,,,,,,
